,0,1
1,40.659447,-73.9312
2,40.66857,-73.92009
3,40.660053,-73.87774
4,40.655273,-73.93178
5,40.70166,-73.961464
6,40.62792,-74.02627
7,40.645626,-73.95194
8,40.679817,-73.90843
9,40.614594,-74.0228
10,40.643776,-73.969734
11,40.6904,-73.92365
12,40.639496,-73.93392
13,40.66077,-73.91975
14,40.637615,-73.94817
15,40.66336,-73.95975
16,40.70144,-73.98477
17,40.68405,-73.98157
18,40.675186,-73.933304
19,40.66523,-73.931465
20,40.662575,-73.93448
21,40.682,-73.96867
22,40.682735,-73.97652
23,40.647743,-73.89749
24,40.662556,-73.91963
25,40.63664,-73.97969
26,40.63746,-73.99465
27,40.60476,-73.945625
28,40.601948,-73.99382
29,40.68632,-73.869095
30,40.60059,-73.96137
31,40.655365,-73.974304
32,40.6545,-73.88222
33,40.635494,-74.00957
34,40.632156,-74.02044
35,40.624382,-73.94643
36,40.659256,-73.912
37,40.6993,-73.91361
38,40.669563,-73.88319
39,40.686417,-73.9087
40,40.647068,-73.993935
41,40.676342,-73.910934
42,40.639626,-73.96027
43,40.65621,-73.914665
44,40.638603,-73.94827
45,40.65878,-73.960526
46,40.645874,-73.892845
47,40.64285,-73.97153
48,40.658676,-73.934074
49,40.65096,-73.93031
50,40.675903,-74.0071
51,40.613186,-73.95691
52,40.6992,-73.92309
53,40.632214,-73.974045
54,40.576385,-73.96718
55,40.615005,-73.980225
56,40.625446,-73.9653
57,40.636326,-73.958405
58,40.68405,-73.97746
59,40.639984,-73.94842
60,40.650555,-73.95542
61,40.69192,-73.97896
62,40.609356,-74.01523
63,40.65621,-73.914665
64,40.669476,-73.919975
65,40.63665,-73.95173
66,40.59325,-73.950264
67,40.700054,-73.92459
68,40.697445,-73.95093
69,40.616035,-73.955795
70,40.642242,-73.910774
71,40.711037,-73.96059
72,40.67265,-73.91963
73,40.575924,-73.99114
74,40.62847,-74.00726
75,40.696033,-73.98453
76,40.575428,-73.977875
77,40.633476,-74.02992
78,40.605732,-73.985016
79,40.71148,-73.9456
80,40.66194,-73.87332
81,40.67619,-73.9081
82,40.713318,-73.94925
83,40.68087,-73.97515
84,40.60223,-73.93427
85,40.652786,-73.91997
86,40.596043,-73.981606
87,40.69334,-73.96689
88,40.68087,-73.97515
89,40.628845,-73.99855
90,40.64664,-73.9246
91,40.688324,-73.96482
92,40.636,-73.973854
93,40.592655,-73.981575
94,40.644245,-73.89103
95,40.672546,-73.86261
96,40.690357,-73.989746
97,40.597855,-74.0017
98,40.665627,-73.909706
99,40.651104,-73.94381
100,40.66925,-73.93944
101,40.640236,-73.90598
102,40.656765,-73.91815
103,40.57699,-73.98153
104,40.624798,-73.94265
105,40.65264,-73.949776
106,40.61578,-73.99995
107,40.66933,-73.90432
108,40.707485,-73.93393
109,40.6769,-73.980125
110,40.68319,-73.8663
111,40.613506,-73.954094
112,40.6537,-73.932106
113,40.69655,-73.90577
114,40.671032,-73.93927
115,40.631706,-73.94649
116,40.643784,-73.90218
117,40.71124,-73.948074
118,40.675495,-73.8997
119,40.671616,-73.89775
120,40.67066,-73.957985
121,40.669456,-73.86284
122,40.651867,-73.9127
123,40.718666,-73.9635
124,40.71271,-73.96056
125,40.625156,-73.95631
126,40.714066,-73.94938
127,40.711884,-73.94152
128,40.615128,-73.99423
129,40.703762,-73.94262
130,40.628876,-73.98043
131,40.645733,-74.020424
132,40.65561,-73.977875
133,40.651466,-73.93618
134,40.610844,-73.991776
135,40.67689,-73.900055
136,40.68197,-73.92887
137,40.661724,-74.0001
138,40.702045,-73.9156
139,40.674335,-73.98476
140,40.639576,-73.998146
141,40.650517,-73.92359
142,40.678394,-73.94692
143,40.655495,-73.88833
144,40.618904,-73.92774
145,40.619545,-73.91727
146,40.67887,-73.92165
147,40.642174,-74.02064
148,40.68306,-73.973785
149,40.616848,-73.91169
150,40.68824,-73.97765
151,40.63882,-73.8994
152,40.672825,-73.93908
153,40.58536,-73.98313
154,40.64437,-73.93061
155,40.624596,-73.9445
156,40.63332,-73.93714
157,40.59476,-73.98199
158,40.648956,-73.96298
159,40.840305,-73.86742
160,40.67722,-73.89708
161,40.656063,-73.93957
162,40.632755,-73.92984
163,40.683304,-73.917274
164,40.69986,-73.92829
165,40.677433,-73.89889
166,40.698822,-73.938515
167,40.636696,-73.90705
168,40.632095,-73.91861
169,40.633995,-73.94778
170,40.66997,-73.9757
171,40.61536,-73.987076
172,40.703762,-73.94262
173,40.62313,-74.01525
174,40.684685,-73.98114
175,40.654297,-73.96335
176,40.61115,-73.929184
177,40.6566,-73.96218
178,40.667423,-73.979195
179,40.648354,-73.91001
180,40.671627,-73.93364
181,40.668797,-73.93113
182,40.651264,-74.003914
183,40.69076,-73.930626
184,40.645027,-73.91998
185,40.66756,-73.961205
186,40.61462,-73.968666
187,40.668797,-73.93113
188,40.618973,-74.00523
189,40.647182,-73.98134
190,40.65735,-73.97405
191,40.67452,-73.878044
192,40.690277,-73.871735
193,40.68947,-73.96911
194,40.66203,-73.93025
195,40.622955,-73.93723
196,40.675076,-73.98801
197,40.60276,-73.914734
198,40.67164,-73.95034
199,40.689697,-73.97511
200,40.663483,-73.9627
201,40.701797,-73.94055
202,40.616825,-73.992516
203,40.65723,-73.96025
204,40.60603,-73.98703
205,40.639988,-73.959114
206,40.640625,-73.9863
207,40.624653,-73.96618
208,40.66167,-73.93727
209,40.665302,-73.9829
210,40.65686,-73.92703
211,40.60443,-73.997986
212,40.711037,-73.96059
213,40.640068,-73.986885
214,40.64574,-73.902985
215,40.690144,-73.98408
216,40.643635,-73.97746
217,40.599266,-73.96577
218,40.581017,-73.96589
219,40.68949,-73.92207
220,40.66403,-73.94917
221,40.636295,-73.902916
222,40.703106,-73.95094
223,40.730064,-73.94743
224,40.702194,-73.94446
225,40.67973,-73.89226
226,40.656315,-73.93961
227,40.701565,-73.94333
228,40.69302,-73.93706
229,40.646404,-73.912865
230,40.66447,-73.89593
231,40.703857,-73.91851
232,40.63226,-73.90088
233,40.606632,-73.94692
234,40.63874,-73.8952
235,40.619556,-73.91721
236,40.615093,-73.96436
237,40.6338,-73.8897
238,40.6758,-73.98742
239,40.63701,-73.91495
240,40.651733,-73.93039
241,40.634155,-73.91535
242,40.5861,-73.97128
243,40.641727,-73.907646
244,40.632355,-73.98015
245,40.64125,-73.96437
246,40.639286,-73.89869
247,40.62731,-74.00373
248,40.632847,-73.928375
249,40.677338,-73.927536
250,40.68175,-73.96748
251,40.678585,-73.97901
252,40.647297,-73.9803
253,40.671864,-73.87834
254,40.689144,-73.99071
255,40.635166,-73.9138
256,40.673943,-73.86393
257,40.69003,-73.911
258,40.650505,-74.01172
259,40.678566,-73.98778
260,40.631504,-74.00296
261,40.7154,-73.92693
262,40.61966,-73.96129
263,40.60009,-73.96591
264,40.606876,-73.94795
265,40.645027,-73.91998
266,40.640274,-73.99025
267,40.656654,-73.89678
268,40.639793,-73.929115
269,40.5921,-73.9757
270,40.6303,-73.95728
271,40.666187,-73.916664
272,40.71059,-73.95474
273,40.668346,-73.97756
274,40.682274,-73.99349
275,40.598553,-73.997345
276,40.690693,-73.95728
277,40.69819,-73.96191
278,40.64035,-73.91241
279,40.668797,-73.93113
280,40.671898,-73.92231
281,40.67216,-73.98721
282,40.627728,-74.01358
283,40.608913,-73.9602
284,40.63286,-74.02425
285,40.6388,-73.989296
286,40.59582,-73.98373
287,40.651546,-73.95257
288,40.67651,-73.89705
289,40.71185,-73.94065
290,40.685368,-73.9109
291,40.673985,-73.89065
292,40.66925,-73.93944
293,40.674664,-73.97025
294,40.66955,-73.94497
295,40.696198,-73.98869
296,40.61929,-73.94837
297,40.642796,-73.97945
298,40.648533,-73.95826
299,40.628002,-73.918175
300,40.669334,-73.87381
301,40.70551,-73.94717
302,40.654957,-74.007034
303,40.621998,-73.9743
304,40.646378,-73.97085
305,40.64097,-73.956116
306,40.684093,-73.87067
307,40.605766,-73.99705
