,0,1
1,40.753242,-73.96662
2,40.784042,-73.9565
3,40.73978,-73.97952
4,40.855556,-73.92918
5,40.72192,-73.99004
6,40.761486,-73.96062
7,40.81088,-73.94694
8,40.75046,-73.99528
9,40.80389,-73.95577
10,40.80034,-73.94789
11,40.86811,-73.91976
12,40.799072,-73.97043
13,40.762806,-73.993164
14,40.801872,-73.94137
15,40.86177,-73.91848
16,40.723095,-73.99581
17,40.77039,-73.954124
18,40.799084,-73.94269
19,40.72032,-73.99404
20,40.757122,-73.97192
21,40.715622,-73.994286
22,40.7606,-73.96434
23,40.741642,-73.97817
24,40.771133,-73.983475
25,40.784943,-73.946594
26,40.823315,-73.94901
27,40.634342,-74.11955
28,40.7684,-73.99093
29,40.758865,-73.98488
30,40.801613,-73.94998
31,40.725235,-73.98338
32,40.71908,-73.98508
33,40.844795,-73.93884
34,40.79347,-73.93726
35,40.77043,-73.96012
36,40.754707,-73.99164
37,40.799458,-73.95154
38,40.715836,-73.9949
39,40.750828,-74.00189
40,40.800507,-73.938156
41,40.786247,-73.97371
42,40.757668,-73.99483
43,40.74468,-73.987305
44,40.758675,-73.99248
45,40.786423,-73.97807
46,40.807087,-73.94178
47,40.716938,-73.99811
48,40.74325,-73.98913
49,40.74209,-73.984985
50,40.810276,-73.94738
51,40.723648,-73.99103
52,40.713253,-74.00926
53,40.750763,-73.97446
54,40.721104,-73.98872
55,40.747627,-73.976746
56,40.751656,-73.99014
57,40.7163,-74.01097
58,40.757744,-73.99104
59,40.80297,-73.96387
60,40.78294,-73.948044
61,40.76155,-73.96659
62,40.728603,-74.005325
63,40.72486,-73.98441
64,40.7127,-73.98941
65,40.783024,-73.98213
66,40.71843,-74.000534
67,40.77588,-73.97623
68,40.772655,-73.97933
69,40.798454,-73.93716
70,40.761093,-73.98327
71,40.755356,-73.977425
72,40.74357,-73.992325
73,40.780064,-73.94705
74,40.80988,-73.936745
75,40.759357,-73.99483
76,40.783466,-73.959015
77,40.78519,-73.94934
78,40.714165,-74.00632
79,40.745243,-73.9848
80,40.7491,-73.99201
81,40.770752,-73.95695
82,40.72089,-73.99576
83,40.72345,-74.00384
84,40.75537,-73.98746
85,40.825333,-73.943825
86,40.796,-73.93542
87,40.756607,-73.97651
88,40.787983,-73.955986
89,40.802483,-73.946754
90,40.74388,-73.98157
91,40.804253,-73.96293
92,40.870388,-73.91216
93,40.817116,-73.94801
94,40.782158,-73.95787
95,40.838497,-73.939835
96,40.787773,-73.97525
97,40.739338,-73.98434
98,40.764988,-73.96116
99,40.77334,-73.94902
100,40.740337,-73.99613
101,40.80016,-73.93538
102,40.74893,-73.98573
103,40.75138,-73.99154
104,40.758427,-73.99264
105,40.720673,-73.97824
106,40.79775,-73.93415
107,40.80506,-73.94117
108,40.758377,-73.994385
109,40.757694,-74.000595
110,40.802395,-73.936775
111,40.719715,-74.00232
112,40.768803,-73.95837
113,40.71509,-74.00195
114,40.805424,-73.9472
115,40.749054,-73.99576
116,40.76155,-73.96659
117,40.70552,-74.006935
118,40.746857,-74.008
119,40.761234,-73.96389
120,40.74708,-73.98135
121,40.745796,-73.982285
122,40.76311,-73.962524
123,40.72032,-73.99404
124,40.73329,-73.98719
125,40.759983,-73.964806
126,40.71197,-73.99778
127,40.80353,-73.953285
128,40.778477,-73.98546
129,40.762177,-73.96613
130,40.755302,-73.97536
131,40.7723,-73.986244
132,40.753242,-73.96662
133,40.76812,-73.95887
134,40.761856,-73.96343
135,40.845947,-73.93782
136,40.75247,-73.99017
137,40.74649,-74.001335
138,40.745388,-73.98678
139,40.716457,-74.002335
140,40.7163,-74.01097
141,40.779476,-73.97358
142,40.74355,-73.99432
143,40.77242,-73.96287
144,40.752197,-73.981834
145,40.78031,-73.98569
146,40.84247,-73.85335
147,40.807095,-73.945984
148,40.73187,-73.98216
